211
0	0	0	300
0	0	0.8	300
0	0.2	1	500
0	0.4	1	500
0	0.6	1	500
0	0.8	1	500
0	1	0	300
0	1	0.4	300
0	1	0.6	300
0	0.2	0	300
0	0.4	0	300
0	0.6	0	300
0	0.8	0	300
0	0.134949	0.134513	300
0	0.303492	0.170906	300
0	0.734786	0.181183	300
0	0.515254	0.186401	300
0	0.841042	0.33154	300
0	0.180143	0.735161	300
0	0.327733	0.842893	300
0	0.813268	0.726265	300
0	0.817903	0.507285	300
0	0.661471	0.8333	300
0	0.492514	0.824644	300
0	0.17106	0.30326	300
0	0.188341	0.512387	300
0	0.651561	0.370745	300
0	0.600235	0.617008	300
0	0.399288	0.402296	300
0	0.364782	0.655683	300
1	0	1	500
1	0	0.8	300
1	1	1	500
1	0.2	1	500
1	0.4	1	500
1	0.6	1	500
1	0.8	1	500
1	1	0.6	300
1	1	0.8	300
1	0.134949	0.134513	300
1	0.303492	0.170906	300
1	0.734786	0.181183	300
1	0.515254	0.186401	300
1	0.841042	0.33154	300
1	0.180143	0.735161	300
1	0.327733	0.842893	300
1	0.813268	0.726265	300
1	0.817903	0.507285	300
1	0.661471	0.8333	300
1	0.492514	0.824644	300
1	0.17106	0.30326	300
1	0.188341	0.512387	300
1	0.651561	0.370745	300
1	0.600235	0.617008	300
1	0.399288	0.402296	300
1	0.364782	0.655683	300
1	0	0.2	300
1	0	0.4	300
1	0	0.6	300
0	0	1	500
0.2	0	1	500
0.4	0	1	500
0.6	0	1	500
0.8	0	1	500
0	0	0.2	300
0	0	0.4	300
0	0	0.6	300
0.134513	0	0.134949	300
0.170906	0	0.303492	300
0.181183	0	0.734786	300
0.186401	0	0.515254	300
0.33154	0	0.841042	300
0.735161	0	0.180143	300
0.842893	0	0.327733	300
0.726265	0	0.813268	300
0.507285	0	0.817903	300
0.8333	0	0.661471	300
0.824644	0	0.492514	300
0.30326	0	0.17106	300
0.512387	0	0.188341	300
0.370745	0	0.651561	300
0.617008	0	0.600235	300
0.402296	0	0.399288	300
0.655683	0	0.364782	300
1	1	0.2	300
1	1	0.4	300
0	1	1	500
0.2	1	1	500
0.4	1	1	500
0.6	1	1	500
0.8	1	1	500
0	1	0.2	300
0	1	0.8	300
0.134513	1	0.134949	300
0.170906	1	0.303492	300
0.181183	1	0.734786	300
0.186401	1	0.515254	300
0.33154	1	0.841042	300
0.735161	1	0.180143	300
0.842893	1	0.327733	300
0.726265	1	0.813268	300
0.507285	1	0.817903	300
0.8333	1	0.661471	300
0.824644	1	0.492514	300
0.30326	1	0.17106	300
0.512387	1	0.188341	300
0.370745	1	0.651561	300
0.617008	1	0.600235	300
0.402296	1	0.399288	300
0.655683	1	0.364782	300
1	1	0	300
0.2	1	0	300
0.4	1	0	300
0.6	1	0	300
0.8	1	0	300
1	0	0	300
1	0.2	0	300
1	0.4	0	300
1	0.6	0	300
1	0.8	0	300
0.2	0	0	300
0.4	0	0	300
0.6	0	0	300
0.8	0	0	300
0.134949	0.134513	0	300
0.303492	0.170906	0	300
0.734786	0.181183	0	300
0.515254	0.186401	0	300
0.841042	0.33154	0	300
0.180143	0.735161	0	300
0.327733	0.842893	0	300
0.813268	0.726265	0	300
0.817903	0.507285	0	300
0.661471	0.8333	0	300
0.492514	0.824644	0	300
0.17106	0.30326	0	300
0.188341	0.512387	0	300
0.651561	0.370745	0	300
0.600235	0.617008	0	300
0.399288	0.402296	0	300
0.364782	0.655683	0	300
0.134949	0.134513	1	500
0.303492	0.170906	1	500
0.734786	0.181183	1	500
0.515254	0.186401	1	500
0.841042	0.33154	1	500
0.180143	0.735161	1	500
0.327733	0.842893	1	500
0.813268	0.726265	1	500
0.817903	0.507285	1	500
0.661471	0.8333	1	500
0.492514	0.824644	1	500
0.17106	0.30326	1	500
0.188341	0.512387	1	500
0.651561	0.370745	1	500
0.600235	0.617008	1	500
0.399288	0.402296	1	500
0.364782	0.655683	1	500
0.758043	0.757445	0.404998	300
0.763001	0.401989	0.760317	300
0.283388	0.720804	0.282769	300
0.305678	0.305526	0.305408	300
0.15148	0.835383	0.219486	300
0.179429	0.179299	0.213451	300
0.198294	0.327318	0.521538	300
0.725556	0.69367	0.697143	300
0.828419	0.225215	0.828376	300
0.478562	0.247662	0.532981	300
0.175039	0.840456	0.409637	300
0.761234	0.226611	0.580463	300
0.672618	0.43436	0.330305	300
0.360582	0.62949	0.638563	300
0.184025	0.760585	0.615611	300
0.514432	0.704254	0.79952	300
0.246813	0.247141	0.760879	300
0.615447	0.190602	0.752834	300
0.236787	0.812523	0.812634	300
0.193392	0.563118	0.480637	300
0.191071	0.485681	0.697047	300
0.845769	0.766027	0.820424	300
0.439175	0.490115	0.432526	300
0.836546	0.174431	0.410431	300
0.156238	0.412568	0.855844	300
0.416748	0.40549	0.702266	300
0.327318	0.521538	0.180707	300
0.410067	0.151241	0.758494	300
0.328654	0.524698	0.84524	300
0.548434	0.721895	0.241406	300
0.637966	0.188847	0.427751	300
0.828313	0.575713	0.80766	300
0.783435	0.833783	0.579325	300
0.836194	0.150096	0.219509	300
0.538394	0.775529	0.572137	300
0.776532	0.615948	0.210948	300
0.809733	0.530719	0.610934	300
0.812472	0.417174	0.182871	300
0.613498	0.419709	0.59135	300
0.505319	0.318845	0.343942	300
0.825574	0.825629	0.227261	300
0.355004	0.758173	0.474811	300
0.654645	0.267259	0.191684	300
0.410539	0.837518	0.173515	300
0.630871	0.54191	0.816621	300
0.410209	0.852749	0.759572	300
0.311378	0.174253	0.594586	300
0.81225	0.365536	0.450725	300
0.595875	0.859043	0.730497	300
0.802982	0.56223	0.413058	300
0.602241	0.619035	0.41476	300
0.528995	0.443551	0.168462	300
0.438897	0.193776	0.19257	300
